reference,author,title,city,editorial,year,catalog
"Vicente Sánchez, Diego, La Edad Media Franquista. Cáceres, UEX, 2023. El pasado medieval hispánico en la memoria histórica del franquismo y la legitimación del nuevo régimen. Cáceres, UEX, 2023.  Este trabajo resultó ganador del “Premio Ópera Prima Ana Holgado” 2021 de la Universidad de Extremadura.",Diego Vicente Sánchez,La Edad Media Franquista. El pasado medieval hispánico en la memoria histórica del franquismo y la legitimación del nuevo régimen,Cáceres,UEX,2023,2022-2023
"Vicente Torrecilla, José Luis y del Barco Cordero, Jesús, Plan de prevención, actuación y atención a profesionales del sistema sanitario público de Extremadura frente a las agresiones. Mérida, Consejería de Sanidad, 2022.",José Luis Vicente Torrecilla;Jesús del Barco Cordero,"Plan de prevención, actuación y atención a profesionales del sistema sanitario público de Extremadura frente a las agresiones",Mérida,Consejería de Sanidad,2022,2022-2023
"Viera, Sara, Tigre de fuego. Madrid, Grupo Sar Alejandría, 2022. Novela.",Sara Viera,Tigre de fuego,Madrid,Grupo Sar Alejandría,2022,2022-2023
"Villar, Nieves (coord.), La protección civil y la gestión de las emergencias. 2023.",Nieves Villar,La protección civil y la gestión de las emergencias,,,2023,2022-2023
"Vicente, Andrea, Economía social para el patrimonio sostenible. Almendralejo, Wazo Books, 2023.",Andrea Vicente,Economía social para el patrimonio sostenible,Almendralejo,Wazo Books,2023,2022-2023
"Violat Bordonau, Francisco, El cielo de Extremadura. Sl., s.n., 2022.",Francisco Violat Bordonau,El cielo de Extremadura,Sl.,s.n.,2022,2022-2023
"Vivas Hernández, José Manuel, Astronomía para submarinos. Badajoz,  Ed. Abismos del suroeste, 2023.",José Manuel Vivas Hernández,Astronomía para submarinos,Badajoz,Ed. Abismos del suroeste,2023,2022-2023
"Vives Vallés, Miguel Ángel y Mañé Seró, María Cinta, La albeitería medieval en la península ibérica: La Hispania romana, el Regnum visigothorum, Al-Andalus y los reinos cristianos. Cáceres, Imanguxara, 2022.",Miguel Ángel Vives Vallés;María Cinta Mañé Seró,"La albeitería medieval en la península ibérica: La Hispania romana, el Regnum visigothorum, Al-Andalus y los reinos cristianos",Cáceres,Imanguxara,2022,2022-2023
"Zambrano Zambrano, José Antonio, Poesía reunida (2002-2021). Mérida, ERE, 2022.",José Antonio Zambrano Zambrano,Poesía reunida (2002-2021),Mérida,ERE,2022,2022-2023
"Zapico Alonso, Felipe, Bandada. Badajoz, Fundación CB., 2022. Catálogo",Felipe Zapico Alonso,Bandada,Badajoz,Fundación CB.,2022,2022-2023
"Vázquez Cabrera, Álvaro, Valencia de Alcántara y José Ramón Melida: la relación del arqueólogo madrileño con la villa cacereña. Cáceres, Diputación Provincial, 2022.   Vázquez Cienfuegos, Sigfrid, Puentes antes que muros. Iberoamericanismo checoslovaco durante la Guerra Fría. Madrid, Síiex Ediciones, 2023",Álvaro Vázquez Cabrera,Valencia de Alcántara y José Ramón Melida: la relación del arqueólogo madrileño con la villa cacereña,Cáceres,Diputación Provincial,2022,2022-2023
"Vallecillo Teodoro, Migué Ángel, Sobre la fundación de capellanías en Olivenza. La preparación ante la muerte y la salvación del alma. Badajoz, Fundación CB, 2022.",Migué Ángel Vallecillo Teodoro,Sobre la fundación de capellanías en Olivenza. La preparación ante la muerte y la salvación del alma,Badajoz,Fundación CB,2022,2022-2023
"Valverde Luengo, Francisco de Jesús, Desde la Torre Lucía: cuarenta y dos años después. Cáceres, Diputación, 2022.",Francisco de Jesús Valverde Luengo,Desde la Torre Lucía: cuarenta y dos años después,Cáceres,Diputación,2022,2022-2023
"Tours, Gregorio de, Las Historias. Edición y traducción de Pedro Herrera Roldán. Cáceres, UEX, 2022.",Gregorio de Tours,Las Historias,Cáceres,UEX,2022,2022-2023
"Timón, Isidro, La maleta. Cáceres, Asociación Cultural Letras Cascabeleras, 2022.",Isidro Timón,La maleta,Cáceres,Asociación Cultural Letras Cascabeleras,2022,2022-2023
"Torrado Visedo, Antonio Eliseo, Entretenimiento local. Barcarrota, Ayuntamiento, 2022",Antonio Eliseo Torrado Visedo,Entretenimiento local,Barcarrota,Ayuntamiento,2022,2022-2023
"Torre, Óscar de la (heterónimo de Julio César Galán), Crónica, crítica y muerte de un heterónimo. Editorial Trea, Gijón, 2023- Ensayo.",Óscar de (heterónimo de Julio César Galán) Torre,"Crónica, crítica y muerte de un heterónimo",Gijón,Editorial Trea,2023,2022-2023
"Torres Comes, Ana, Arquitectura del fango. Cáceres, Diputación, 2022.",Ana Torres Comes,Arquitectura del fango,Cáceres,Diputación,2022,2022-2023
"Torres Ventosa, Alonso, Porque en el fondo es una bestia.  Cáceres,  Asociación Cultural Letras Cascabeleras, 2022.",Alonso Torres Ventosa,Porque en el fondo es una bestia,Cáceres,Asociación Cultural Letras Cascabeleras,2022,2022-2023
"Torregrosa, Marc, La muñeca rosa. Cáceres, Cuatro Hojas, 2022.",Marc Torregrosa,La muñeca rosa,Cáceres,Cuatro Hojas,2022,2022-2023
"Torres Ventosa, Alonso, Porque en el fondo es una bestia. . Cáceres, Letras Cascabeleras, 2022. Poesía",Alonso Torres Ventosa,Porque en el fondo es una bestia,Cáceres,Letras Cascabeleras,2022,2022-2023
"Torrado Visedo, Antonio Eliseo, Entretenimiento local. Barcarrota, Ayuntamiento, 2022.",Antonio Eliseo Torrado Visedo,Entretenimiento local,Barcarrota,Ayuntamiento,2022,2022-2023
"Trinidad, Antonio, Doce geranios en un balcón. Mérida, ERE, 2022. Novela",Antonio Trinidad,Doce geranios en un balcón,Mérida,ERE,2022,2022-2023
"Valverde, Álvaro, Sobre el azar del mapa. Barcelona, Tusquets. 2023. Poesía.",Álvaro Valverde,Sobre el azar del mapa,Barcelona,Tusquets,2023,2022-2023
"Tristancho Tello, Carmen, La cuadra de Leonardo. Badajoz, Editamás, 2022.",Carmen Tristancho Tello,La cuadra de Leonardo,Badajoz,Editamás,2022,2022-2023
"Usón, J. y otros, Árbol bronquial de la especie canina. Cáceres], Centro de Cirugía de Mínima Invasión Jesús Usón, 2022.",J. Usón;otros,Árbol bronquial de la especie canina,Cáceres,Centro de Cirugía de Mínima Invasión Jesús Usón,2022,2022-2023
"Urquijo, José Ignacio (dir.), Almenara, nº 14. Cáceres, Asociación de. Extremeña de Sociología (ACISE), 2022.",José Ignacio Urquijo,"Almenara, nº 14",Cáceres,Asociación Extremeña de Sociología (ACISE),2022,2022-2023
"Urquijo Valdivieso, José Ignacio y otros, La sociedad de Extremadura desde la Sociología. Claves para entender una realidad social y transformación. Cáceres, UEX, 2022.",José Ignacio Urquijo Valdivieso;otros,La sociedad de Extremadura desde la Sociología. Claves para entender una realidad social y transformación,Cáceres,UEX,2022,2022-2023
"Val Godoy, María, A María Dolores González Catarain, Yoyes. Plasencia, Herratas Ediciones, septiembre 2022.",María Val Godoy,"A María Dolores González Catarain, Yoyes",Plasencia,Herratas Ediciones,2022,2022-2023
"Valadés Paredes, Víctor, Conversaciones con Mariel.  Madrid, Amargord Ediciones, 2022",Víctor Valadés Paredes,Conversaciones con Mariel,Madrid,Amargord Ediciones,2022,2022-2023
"Valadés Sierra, Juan (coord.), Orives: la joyería de filigrana cacereña. Cáceres, Museo, 2022.",Juan Valadés Sierra,Orives: la joyería de filigrana cacereña,Cáceres,Museo,2022,2022-2023
"Valverde, Álvaro, Enclave (Poemas del molino). Lucena, Ayuntamiento, 2022.",Álvaro Valverde,Enclave (Poemas del molino),Lucena,Ayuntamiento,2022,2022-2023
"Salido Fernández, Antonio, Tiempo y origen. Cáceres, Ateneo de Cáceres, 2022.",Antonio Salido Fernández,Tiempo y origen,Cáceres,Ateneo de Cáceres,2022,2022-2023
"Salguero Carvajal, Antonio, Mérida laboriosa (1960-1970) Tomo II, Mérida, Emerita Nova, 2022",Antonio Salguero Carvajal,Mérida laboriosa (1960-1970) Tomo II,Mérida,Emerita Nova,2022,2022-2023
"Salazar Benítez, Octavio, John Wayne que estás en los cielos: Masculinidades, cine y feminismo. Galisteo, La Moderna, 2022.",Octavio Salazar Benítez,"John Wayne que estás en los cielos: Masculinidades, cine y feminismo",Galisteo,La Moderna,2022,2022-2023
"Rivero, Antonio, (dir.), El espejo. Revista. Asociación Escritores Extremeños, 2022.",Antonio Rivero,El espejo,Asociación Escritores Extremeños,,2022,2022-2023
"Ramos Rubio, José Antonio y Gómez Ferreira, Raúl, El patrimonio arquitectónico de Trujillo en los siglos XVII y XVIII / José Cáceres, Tau Editores, 2022.",José Antonio Ramos Rubio;Raúl Gómez Ferreira,El patrimonio arquitectónico de Trujillo en los siglos XVII y XVIII,Tau Editores,José Cáceres,2022,2022-2023
"Ramos Rubio, José Antonio, El patrimonio cultural de la villa cacereña Aldea del Cano. Cáceres, Diputación, 2022.",José Antonio Ramos Rubio,El patrimonio cultural de la villa cacereña Aldea del Cano,Cáceres,Diputación,2022,2022-2023
"Ramos Rubio, José Antonio y Alberto Durán Sánchez, El patrimonio  histórico, artístico y etnográfico de  Mata de Alcántara : ""La Mata en el tiempo"". Cáceres, Diputación de Cáceres, 2022.    Ramos Rubio, José Antonio y Gómez Ferreira, Raúl, Historia y patrimonio de Calzadilla y su territorio. Cáceres, Tau Editores, 2022.",José Antonio ['Ramos Rubio;'Ramos Rubio Alberto Durán Sánchez';Raúl'] Gómez Ferreira,"[""El patrimonio histórico, artístico y etnográfico de Mata de Alcántara : 'La Mata en el tiempo'"", 'Historia y patrimonio de Calzadilla y su territorio']","['Cáceres', 'Cáceres']","['Diputación de Cáceres', 'Tau Editores']",2022,2022-2023
"Ramos Rubio, José Antonio y Fernández Rincón, Juan Carlos, Historia y patrimonio de Nuestra Señora de la Montaña, patrona de Cáceres. Cáceres, Tau editores, 2023",José Antonio Ramos Rubio;Juan Carlos Fernández Rincón,"Historia y patrimonio de Nuestra Señora de la Montaña, patrona de Cáceres",Cáceres,Tau editores,2023,2022-2023
"Ramos Rubio, José Antonio, Hoyos: Una villa en el corazón de la Sierra de Gata.Cáceres, Diputación Provincial, 2022",José Antonio Ramos Rubio,Hoyos: Una villa en el corazón de la Sierra de Gata,Cáceres,Diputación Provincial,2022,2022-2023
"Ramos Rubio, José Antonio y Pérez Mena, José Luis, Juan Muñoz Chávez. La defensa del liberalismo o el “chavismo”. Cáceres, TAU Editores, 2022. Biografía.",José Antonio Ramos Rubio;José Luis Pérez Mena,Juan Muñoz Chávez. La defensa del liberalismo o el “chavismo”,Cáceres,TAU Editores,2022,2022-2023
"Ramos Rubio, José Antonio, Madroñera en el tiempo. Cáceres, Diputación Provincial de Cáceres, 2022 		 Ramos Rubio, José Antonio, Miguel Sansón: Reflexiones de un artista.		Cáceres. Tau Editores, 2022",José Antonio Ramos Rubio,Madroñera en el tiempo,Cáceres,Diputación Provincial de Cáceres,2022,2022-2023
"Ramos Rubio, José Antonio, Pedroso de Acim y el convento de la Purísima Concepción de El Palancar. Los orígenes de la reforma franciscana descalza en España. Cáceres, Diputación, marzo 2023.",José Antonio Ramos Rubio,Pedroso de Acim y el convento de la Purísima Concepción de El Palancar. Los orígenes de la reforma franciscana descalza en España,Cáceres,Diputación,2023,2022-2023
"-Ramos Silva, Emilia, De Barcarrota a las Vegas Bajas (Guadiana, Publonuevo del Guadiana y Valdecaballeros). Barcarrota, Universidad Popular/ Ayuntamiento, 2023.",Emilia Ramos Silva,"De Barcarrota a las Vegas Bajas (Guadiana, Publonuevo del Guadiana y Valdecaballeros)",Barcarrota,Universidad Popular/ Ayuntamiento,2023,2022-2023
"Rangel, Francisco, Diwán. Montijo, autoedición, 2023. Poesía 	 Rangel Rodríguez, Francisco, Pabulum animae. Montijo, mayo 2022, autoedición. PoesiaFinal del formulario",Francisco Rangel Rodríguez,Diwán,Montijo,autoedición,2023,2022-2023
"Regidor, Yolanda, La última cabaña. Barcelona, Lumen, 2022. Novela.",Yolanda Regidor,La última cabaña,Barcelona,Lumen,2022,2022-2023
"Remedios Solís, Eloy-José, Lenguajes minoritarios y especiales en las farsas de Diego Sánchez de Badajoz:(edición crítica). Badajoz, Diputación, 2º22.",Eloy-José Remedios Solís,Lenguajes minoritarios y especiales en las farsas de Diego Sánchez de Badajoz:(edición crítica),Badajoz,Diputación,,2022-2023
"Requejo Coronado, Antonio, Trémula inquietud. Azuaga, Stela Literaria, 2022.",Antonio Requejo Coronado,Trémula inquietud,Azuaga,Stela Literaria,2022,2022-2023
"Reseco, Antonio, Gases y sólidos.  Palma de Mallorca, Los Papeles de Brighton, 2023. Aforismos.",Antonio Reseco,Gases y sólidos. Aforismos,Palma de Mallorca,Los Papeles de Brighton,2023,2022-2023
"Retana, Salvador, Náufragos 4. Jaraíz de la Vera, La Rosa Blanca, 2022.",Salvador Retana,Náufragos 4,Jaraíz de la Vera,La Rosa Blanca,2022,2022-2023
"Reveriego Caro, Irene, Trenzas de invierno. Mérida, ERE, 2022. Poesía",Irene Reveriego Caro,Trenzas de invierno,Mérida,ERE,2022,2022-2023
"Rina Simó, César, Joaquim Pedro de Oliveira Martins. Cartas peninsulares, Cáceres, UEX, 2022.",César Rina Simó,Cartas peninsulares,Cáceres,UEX,2022,2022-2023
"Rina Simón, César y otros, El franquismo se fue de fiesta. Ritos festivos y cultura popular durante la dictadura. Valencia, Universidad, 2022",César Rina Simón;otros,El franquismo se fue de fiesta. Ritos festivos y cultura popular durante la dictadura,Valencia,Universidad,2022,2022-2023
"Rincón Cornago, María Pilar, Pablito y su pasión por los gigantes .  Cáceres, Cuatro Hojas, 2022.",María Pilar Rincón Cornago,Pablito y su pasión por los gigantes,Cáceres,Cuatro Hojas,2022,2022-2023
"Ramos Rubio, José Antonio, El patrimonio etnográfico, arqueológico y religioso de Montehermoso. Cáceres, Diputación, 2022",José Antonio Ramos Rubio,"El patrimonio etnográfico, arqueológico y religioso de Montehermoso",Cáceres,Diputación,2022,2022-2023
"Ramos Rubio, José Antonio, El médico de la Inquisición. Sorapán de Rieros. Cáceres, Tau Editores, 2022.",José Antonio Ramos Rubio,El médico de la Inquisición. Sorapán de Rieros,Cáceres,Tau Editores,2022,2022-2023
"Ramos Rubio, José Antonio, El arte abstracto entre dos siglos; Mondrian_Decórdoba. Una evolución en paralelo? Cáceres, Ayuntamiento, 2023.",José Antonio Ramos Rubio,El arte abstracto entre dos siglos; Mondrian_Decórdoba. Una evolución en paralelo?,Cáceres,Ayuntamiento,2023,2022-2023
"Ramírez Carrillo, Plácido, Plaza Alta. 100 artículos de HOY. Badajoz, Stela Literaria, 2023.",Plácido Ramírez Carrillo,Plaza Alta. 100 artículos de HOY,Badajoz,Stela Literaria,2023,2022-2023
"Poverello, Rafael, Antes fue la brisa. Don Benito, Asociación Torre Isunza, 2022. Poemario.",Rafael Poverello,Antes fue la brisa,Don Benito,Asociación Torre Isunza,2022,2022-2023
"Poverello, Rafa, De amor, mitos y otros infortunios. Don Benito, Asociación Torre Isunza para la Defensa del Patrimonio Histórico y Cultural de Don Benito, 2022.",Rafa Poverello,"De amor, mitos y otros infortunios",Don Benito,Asociación Torre Isunza para la Defensa del Patrimonio Histórico y Cultural de Don Benito,2022,2022-2023
"Prieto Oreja, Luis, Cosas nimias. Badajoz, Editamás, 2022.",Luis Prieto Oreja,Cosas nimias,Badajoz,Editamás,2022,2022-2023
"Puig Amores, Jorge Antonio, Di-capacidad y sensualidad. Badajoz, Fundación CB, 203.",Jorge Antonio Puig Amores,Di-capacidad y sensualidad,Badajoz,Fundación CB,,2022-2023
"Pulido Cordero, Mercedes y Ureña Bracero, Jesús, Publicaciones periódicas de Extremadura. Catálogo Digital. Cáceres, UEX, 2023.",Mercedes Pulido Cordero;Jesús Ureña Bracero,Publicaciones periódicas de Extremadura. Catálogo Digital,Cáceres,UEX,2023,2022-2023
"Pulido y Pulido, Tomás (José de Hinjos), Beethoven (sugestiones). (Cáceres, 1927). Edición, introducción y notas de Beatriz Pulido Flores. Mérida, ERE, 2022.",Tomás (José de Hinjos) Pulido y Pulido,Beethoven (sugestiones),Mérida,ERE,2022,2022-2023
"Ramada Rica, José Ramón, Silvio y la última hoja del otoño. Madrid, Editorial Gunis, 2023",José Ramón Ramada Rica,Silvio y la última hoja del otoño,Madrid,Editorial Gunis,2023,2022-2023
"Ramírez Carrillo, Plácido, Luz para un paisaje. Badajoz, Editorial Stela Literaria, 2022. Poesía",Plácido Ramírez Carrillo,Luz para un paisaje,Badajoz,Editorial Stela Literaria,2022,2022-2023
"Ramírez Lozano, José Antonio, Cuidado con el perro. León, Eolas Ediciones, 2023. Narrativa.",José Antonio Ramírez Lozano,Cuidado con el perro,León,Eolas Ediciones,2023,2022-2023
"Ramos Rubio, José Antonio, Ruanes. El antiguo Rudanis. Cáceres, Diputación Provincial, 2022",José Antonio Ramos Rubio,Ruanes. El antiguo Rudanis,Cáceres,Diputación Provincial,2022,2022-2023
"Ramírez Lozano, José Antonio, Pasodoble. Sevilla, Extravertida Editoria, 2022. Novela.",José Antonio Ramírez Lozano,Pasodoble,Sevilla,Extravertida Editoria,2022,2022-2023
"Ramiro Chico, Antonio, Guadalupe, el mayor corpus bibliográfico. Guadalupe, Guadalupe, Ayuntamiento, 2022. Vaciado de la revista.",Antonio Ramiro Chico,"Guadalupe, el mayor corpus bibliográfico",Guadalupe,Ayuntamiento,2022,2022-2023
"Ramos Castellano, Sara y Gómez Guillén, Jara, Dinosaurio soy, y por la vida voy. Cáceres Diputación, 2022.",Sara Ramos Castellano;Jara Gómez Guillén,"Dinosaurio soy, y por la vida voy",Cáceres,Diputación,2022,2022-2023
"Ramos Rubio, José Antonio, Abertura. Historia y tradiciones populares.  Cáceres, Diputación Provincial de Cáceres, 2022",José Antonio Ramos Rubio,Abertura. Historia y tradiciones populares,Cáceres,Diputación Provincial de Cáceres,2022,2022-2023
"Ramos Rubio, José Antonio, Agustín Decórdoba: el guardián del Expresionismo. Cáceres, Herratas ediciones, 2022.",José Antonio Ramos Rubio,Agustín Decórdoba: el guardián del Expresionismo,Cáceres,Herratas ediciones,2022,2022-2023
"Ramos Rubio, José Antonio y otros, Aldea del Cano y su territorio: una villa de realengo en la Vía de la Plata. Cáceres, Tau ediciones, 2022.",José Antonio Ramos Rubio;otros,Aldea del Cano y su territorio: una villa de realengo en la Vía de la Plata,Cáceres,Tau ediciones,2022,2022-2023
"Ramos Rubio, José Antonio, Álvaro Gómez Becerra: político liberal y constitucionalista. Cáceres, Tau Editores, 2022.",José Antonio Ramos Rubio,político liberal y constitucionalista,Cáceres,Tau Editores,2022,2022-2023
"Ramos Rubio, José Antonio y otros, Casas de Miravete: una villa histórica en el Camino Real a Extremadura. Cáceres, Diputación, 2022.",José Antonio Ramos Rubio;otros,Casas de Miravete: una villa histórica en el Camino Real a Extremadura,Cáceres,Diputación,2022,2022-2023
"Rio-Miranda Alcón, Jaime, El legado de Roma en los Valles del Alagón y Ambroz. La ciudad romana de Cáparra III Norte de Cáceres.  Cáceres, Diputación, 2022.",Jaime Rio-Miranda Alcón,El legado de Roma en los Valles del Alagón y Ambroz. La ciudad romana de Cáparra III Norte de Cáceres,Cáceres,Diputación,2022,2022-2023
"Roberto Pérez, Daniel, Allá donde voy, mi voz no alcanza. Almería, Círculo Rojo, 2022. Prosa poética",Daniel Roberto Pérez,"Allá donde voy, mi voz no alcanza",Almería,Círculo Rojo,2022,2022-2023
"Salaya Julián, Luis y otros, IX Bienal Iberoamericana de Obra Gráfica   Ciudad de Cáceres. Cáceres, Concejalía de Cultura, 2022.",Luis Salaya Julián;otros,IX Bienal Iberoamericana de Obra Gráfica,Ciudad de Cáceres,Concejalía de Cultura,2022,2022-2023
"Robledo Hernández, Ricardo, La tierra es vuestra. La reforma agraria. Un problema no resuelto. España: 1900-1950. Barcelona, Pasado&Presente, 2022.",Ricardo Robledo Hernández,La tierra es vuestra. La reforma agraria. Un problema no resuelto. España: 1900-1950,Barcelona,Pasado&Presente,2022,2022-2023
"Romero Rey, Carlos, Capital de provincia (Cáceres). Bilbao, Caniche Editorial, 2022.",Carlos Romero Rey,Capital de provincia (Cáceres),Bilbao,Caniche Editorial,2022,2022-2023
"Romo, Javier, Amor, una moneda de cara y cruz. Cáceres, TAU Ediciones, 2023. Novela.",Javier Romo,"Amor, una moneda de cara y cruz",Cáceres,TAU Ediciones,2023,2022-2023
"Roso de Luna, Mario, La Humanidad y los Césares. Suscitaciones filosóficas con motivo de la guerra actual. Edición de Esteban Cortijo Parralejo. Delfos, Oviedo, 2022.",Mario Roso de Luna,La Humanidad y los Césares. Suscitaciones filosóficas con motivo de la guerra actual,"Delfos, Oviedo",Edición de Esteban Cortijo Parralejo,2022,2022-2023
"Roso, Luis, El crimen de Malladas. Barcelona, Editorial Alrevés, 2022. Novela",Luis Roso,El crimen de Malladas,Barcelona,Editorial Alrevés,2022,2022-2023
"Rossell Mendo, Xavier, Länder. Mérida, ERE, 2022. Autor pacense. Poesia.",Xavier Rossell Mendo,Länder,Mérida,ERE,2022,2022-2023
"Rozas, Juan Manuel, Conversaciones y semblanzas de hispanistas. Sevilla, Renacimiento, 2023. Edición de José Luis Rozas Bravo.",Juan Manuel Rozas,Conversaciones y semblanzas de hispanistas,Sevilla,Renacimiento,2023,2022-2023
"Rubiales Valero, Inmaculada, Hasta que nos quedemos sin estrellas. Barcelona, Planeta, 2022.",Inmaculada Rubiales Valero,Hasta que nos quedemos sin estrellas,Barcelona,Planeta,2022,2022-2023
"Rubio Montaño, Penélope, Los Santos de Maimona: memoria de sus oficios.  Badajoz, Diputación, 2022.",Penélope Rubio Montaño,Los Santos de Maimona: memoria de sus oficios,Badajoz,Diputación,2022,2022-2023
"Rubio Alcántara, Luis, Sombras al atardecer. Badajoz, Editamás, 2022. Poesía.",Luis Rubio Alcántara,Sombras al atardecer,Badajoz,Editamás,2022,2022-2023
"Rubio Bernal, Antonio, Cartas emponzoñadas: by Ramiro y Rosita, la Portuguesa. Villanueva de la Serena, La Imprenta de Mariano, 2022.",Antonio Rubio Bernal,"Cartas emponzoñadas: by Ramiro y Rosita, la Portuguesa",Villanueva de la Serena,La Imprenta de Mariano,2022,2022-2023
"Rubio López, Pilar, Los puentes de la cultura (o el enigma de los manuscritos robados). Madrid, Beturia, 2022.",Pilar Rubio López,Los puentes de la cultura (o el enigma de los manuscritos robados),Madrid,Beturia,2022,2022-2023
"Rubio Mirón, Miguel Ángel, Sodoma y Gomorra: la historia oculta. Cáceres, Cuatro Hojas, 2022.",Miguel Ángel Rubio Mirón,Sodoma y Gomorra: la historia oculta,Cáceres,Cuatro Hojas,2022,2022-2023
"Ruifernández, Leticia, Diario de maravillas. Garganta la Olla, Papel Continuo, 2022.",Leticia Ruifernández,Diario de maravillas,Garganta la Olla,Papel Continuo,2022,2022-2023
"Ruiz Campins, María, La emoción de la razón creadora. Badajoz, MUBA, 2022. Catálogo exposición.",María Ruiz Campins,La emoción de la razón creadora,Badajoz,MUBA,2022,2022-2023
"Ruiz de Gopegui, Luis Á., Una historia vieja… Badajoz, autoedición, 2022. Novela.",Luis Á. Ruiz de Gopegui,Una historia vieja…,Badajoz,autoedición,2022,2022-2023
"Ruiz Durán, Manuel, Mi quería iglesia de San Agustín… Badajoz, Tecnigraf Editores, 2022.",Manuel Ruiz Durán,Mi querida iglesia de San Agustín,Badajoz,Tecnigraf Editores,2022,2022-2023
"Sáez Delgado, Antonio, Ejercicio sentimental: el universo literario de Julián Rodríguez. Mérida, ERE, 2022.",Antonio Sáez Delgado,Ejercicio sentimental: el universo literario de Julián Rodríguez,Mérida,ERE,2022,2022-2023
"Sáinz Martín, Aureliano, Vida y muerte de don Álvaro de Luna. La historia del castillo de Alburquerque. Sevilla, Punto Rojo Libros, noviembre 2022.",Aureliano Sáinz Martín,Vida y muerte de don Álvaro de Luna. La historia del castillo de Alburquerque,Sevilla,Punto Rojo Libros,2022,2022-2023
"Salas, Ada, Arqueologías. Valencia, Pre-Textos, 2022. Poesía",Ada Salas,Arqueologías,Valencia,Pre-Textos,2022,2022-2023
"Rosado Vieira, Rui, Exilio, prisión y asesinato de Muñoz Torrero en Portugal. Madrid, Congreso de los Diputados, 2022.",Rui Rosado Vieira,"Exilio, prisión y asesinato de Muñoz Torrero en Portugal",Madrid,Congreso de los Diputados,2022,2022-2023
"Romero Santisteban, Agustín, Ámbar y chocolate. Badajoz, Diputación, 2022.",Agustín Romero Santisteban,Ámbar y chocolate,Badajoz,Diputación,2022,2022-2023
"Romero Montesino-Espartero, Juan José, Olor a tierra mojada. Editorial Independently published, septiembre 2022. Cacereño, residente en Barcelona. Es su 4º poemario.",Juan José Romero Montesino-Espartero,Olor a tierra mojada,"Cacereño, residente en Barcelona",Editorial Independently published,2022,2022-2023
"Rodríguez Lara, J. Joaquín, El Conchito. Barcarrota, Ayuntamiento, 2023. Relato corto (ganador del Felipe Trigo 1981).",J. Joaquín Rodríguez Lara,El Conchito,Barcarrota,Ayuntamiento,2023,2022-2023
"Rodilla León, Francisco y otros, Cultura y música en la península ibérica hasta 1650. Cáceres, UEX, 2023.",Francisco Rodilla León;otros,Cultura y música en la península ibérica hasta 1650,Cáceres,UEX,2023,2022-2023
"Rodríguez, Anabel, El credo de los suicidas. Mérida, ERE, 2022.",Anabel Rodríguez,El credo de los suicidas,Mérida,ERE,2022,2022-2023
"Rodríguez Sánchez, Anabel, El credo de los suicidas. Mérida, ERE, 2022. Relato corto.",Anabel Rodríguez Sánchez,El credo de los suicidas,Mérida,ERE,2022,2022-2023
"Rodríguez, María Victoria, La vida cotidiana en Trujillo en el siglo XIX. Trujillo, Obra Pía de los Pizarro, 2023.",María Victoria Rodríguez,La vida cotidiana en Trujillo en el siglo XIX,Trujillo,Obra Pía de los Pizarro,2023,2022-2023
"Rodríguez, David Eloy, Las posibilidades. Mérida, De la Luna Libros, 2022.",David Eloy Rodríguez,Las posibilidades,Mérida,De la Luna Libros,2022,2022-2023
"Rodríguez González, Esther, El final de Tarteso: arqueología prehistórica en el Valle Medio del Guadiana. Mérida, Consorcio Ciudad Mon. Hist. Art y Arq., 2022",Esther Rodríguez González,El final de Tarteso: arqueología prehistórica en el Valle Medio del Guadiana,Mérida,Consorcio Ciudad Mon. Hist. Art y Arq.,2022,2022-2023
"Rodríguez Jiménez, Carmelo, Trump. Breve historia de una presidencia singular. Granada, Editorial Comares, 2022. Profesor de la UEX.",Carmelo Rodríguez Jiménez,Trump. Breve historia de una presidencia singular,Granada,Editorial Comares,2022,2022-2023
"Rodríguez Jiménez, Francisco J., El Plan Badajoz: entre modernización económica y propaganda política. Badajoz, Diputación, 2022.",Francisco J. Rodríguez Jiménez,El Plan Badajoz: entre modernización económica y propaganda política,Badajoz,Diputación,2022,2022-2023
"Rodríguez Lázaro, Vicente, La esencia oscura. Madrid, Pigmalión, 2022. Autor cacereño. Narrativa.",Vicente Rodríguez Lázaro,La esencia oscura,Madrid,Pigmalión,2022,2022-2023
"Romero Mateos, Pilar, Principeso, cara de beso.  Infancia Empoderada Ediciones, 2022. Cuento infantil",Pilar Romero Mateos,"Principeso, cara de beso",Infancia Empoderada Ediciones,2022,,2022-2023
"Rodríguez López, Vidal (dir.), Guadalupe. Nº 882, Guadalupe, Comunidad Franciscana, 2023. Contiene una “Historia Mínima” de M. Pecellín.",Vidal Rodríguez López,Guadalupe. Nº 882,Guadalupe,Comunidad Franciscana,2023,2022-2023
"Rodríguez Lorenzo, María, Así me siento yo. Don Benito, Edita, 2022.",María Rodríguez Lorenzo,Así me siento yo,Don Benito,Edita,2022,2022-2023
"Rodríguez Martín, Manuel, Hoyo : crónica del siglo XX.  Hoyos, Ayuntamiento, 2022.",Manuel Rodríguez Martín,Hoyo : crónica del siglo XX,Hoyos,Ayuntamiento,2022,2022-2023
